reputation,up_votes,down_votes,num_badges,contributing_score,EFF_CLASS_NUM
36,1,0,6,0.35,1
101,1,0,5,1.67,-1
37,11,0,4,0.5,-1
22,3,0,5,0.17,1
45,28,0,5,-0.1,-1
93,1,0,6,1.17,1
4,0,0,2,0.0,-1
66,0,0,6,0.45,1
30,4,0,5,0.46,1
35,41,0,5,0.23,1
14,0,0,4,0.13,-1
29,1,0,8,-0.08,1
15,23,0,5,0.0,1
418,5,1,12,1.71,-1
39,11,0,6,0.24,1
36,0,0,3,0.8,-1
35,0,0,6,0.16,1
96,0,0,1,1.5,-1
7,0,0,3,-0.14,1
91,0,0,2,2.25,-1
22,7,0,4,0.0,-1
17,0,0,5,-0.05,1
56,0,0,4,0.23,-1
10,0,0,2,0.13,1
20,0,0,6,0.33,1
261,1,0,9,6.5,-1
166,9,0,10,3.86,1
17,5,0,8,0.12,1
141,4,0,5,0.75,-1
46,0,0,4,2.25,-1
22,3,0,10,0.19,-1
17,3,0,5,0.17,1
33,2,0,7,0.21,1
10,0,0,1,0.0,0
55,4,0,4,0.29,-1
44,14,0,13,0.86,-1
53,5,0,7,0.11,1
116,0,0,4,0.7,-1
30,7,0,9,0.17,1
156,5,0,4,2.88,-1
153,4,1,10,0.86,1
85,22,0,8,1.17,-1
27,0,0,6,0.25,1
35,0,0,6,0.06,1
47,14,0,5,0.6,1
61,0,0,1,0.63,-1
23,0,0,5,0.4,1
38,1,0,5,1.4,1
4,0,0,1,-0.43,-1
23,0,0,3,0.4,1
12,0,0,5,-0.08,1
194,27,0,9,1.79,1
79,10,0,2,0.88,-1
20,0,0,5,0.4,1
128,73,11,5,1.4,1
5,0,0,3,0.0,1
15,1,0,5,0.17,1
58,90,0,7,0.7,1
301,0,0,5,7.0,-1
50,7,0,5,0.45,1
66,0,0,8,0.56,1
32,0,0,7,0.33,1
24,0,0,8,0.12,1
161,42,0,6,3.2,-1
2,0,0,6,-0.08,-1
41,5,0,6,0.5,1
43,0,0,8,1.33,-1
18,3,0,8,0.29,1
125,0,0,7,0.08,1
17,1,0,4,0.17,1
23,2,0,5,0.17,1
121,0,0,3,3.0,-1
50,27,0,8,0.42,1
23,0,0,5,0.3,-1
47,0,0,9,0.42,1
2,0,0,2,-0.14,-1
7,0,0,8,-0.14,1
25,0,0,8,0.56,1
41,0,0,3,1.0,-1
36,0,0,8,0.25,1
63,5,0,11,1.2,1
433,16,0,12,7.11,1
109,20,0,10,2.0,-1
17,2,0,7,0.18,0
101,9,0,11,0.52,1
12,2,0,3,0.14,-1
15,0,0,4,0.25,1
23,7,0,5,0.75,-1
12,0,0,4,0.13,-1
20,0,0,7,0.3,1
32,6,0,6,0.07,1
61,10,0,6,0.3,1
24,4,0,8,0.13,1
108,3,0,7,0.42,1
146,3,0,5,2.0,-1
22,0,0,7,0.3,1
5,0,0,5,-0.09,1
12,0,0,4,-0.14,1
347,0,0,6,7.5,-1
76,5,0,5,0.5,-1
149,10,2,7,0.54,-1
61,1,0,2,0.86,-1
71,2,0,2,1.4,-1
20,2,0,3,0.43,1
33,0,0,5,0.08,1
38,0,0,4,0.78,1
101,0,0,1,0.0,-1
20,0,0,8,0.13,1
101,2,0,1,0.0,-1
60,2,0,9,0.92,0
30,2,0,6,0.17,1
94,6,0,8,0.73,-1
25,4,0,8,0.21,1
78,46,0,11,-0.02,1
23,2,0,6,0.0,-1
41,0,0,1,1.0,-1
9,0,0,5,-0.07,1
41,3,0,5,0.38,1
27,8,0,5,-0.08,1
160,15,0,9,1.27,-1
170,5,0,13,2.62,-1
18,0,0,5,0.27,1
200,4,0,9,3.33,1
19,0,0,2,-0.29,-1
46,14,0,2,1.0,-1
14,0,0,6,0.07,1
41,0,0,4,1.14,-1
39,24,0,5,0.6,-1
27,1,0,7,0.29,1
98,27,0,7,1.22,1
56,1,0,8,0.69,1
25,3,0,5,-0.05,1
1001,0,0,10,23.75,-1
7,0,0,2,0.2,-1
45,3,0,10,0.54,1
80,9,0,7,0.12,1
111,1,0,6,2.0,-1
45,0,0,7,0.89,1
59,2,0,4,0.2,-1
22,5,0,6,0.18,-1
53,13,0,3,0.31,1
24,2,0,2,0.0,-1
25,1,0,4,0.5,1
9,0,0,3,0.1,-1
101,3,0,2,0.0,-1
46,0,0,1,1.5,-1
20,0,0,6,0.38,1
39,8,0,8,0.86,-1
106,4,0,3,0.78,-1
323,6,1,8,5.25,-1
2,0,0,3,-0.39,1
18,0,0,4,0.5,1
207,0,0,5,4.75,-1
163,0,0,8,8.0,1
17,6,0,5,0.11,1
76,5,0,5,1.67,-1
71,0,0,8,2.6,-1
32,18,0,7,0.42,1
101,1,0,5,0.4,-1
9,0,0,1,0.25,-1
14,1,0,2,-0.13,-1
40,3,0,11,0.31,1
145,87,0,8,1.25,1
29,0,0,7,0.2,1
38,0,0,7,1.0,1
116,1,0,6,0.63,1
37,13,0,8,0.71,-1
68,22,0,8,0.44,1
51,42,0,7,1.8,1
93,3,0,4,0.56,1
7,0,0,3,-0.07,1
43,4,0,6,0.71,1
46,0,0,3,0.42,-1
20,1,0,8,0.0,1
9,0,0,3,0.14,-1
126,0,0,7,2.4,-1
27,62,0,6,0.33,1
29,0,0,7,0.14,-1
14,0,0,6,0.1,1
94,5,0,3,1.0,-1
381,0,0,6,6.5,-1
117,4,0,8,0.17,-1
12,0,0,8,-0.11,1
416,0,0,8,17.75,-1
36,0,0,4,0.5,-1
20,1,0,4,-0.2,1
410,19,1,11,4.71,-1
170,12,1,4,1.0,-1
59,3,0,10,0.38,1
14,0,0,6,-0.08,-1
50,11,0,8,0.18,1
4,0,0,4,-0.18,-1
106,2,0,11,0.74,1
47,6,0,7,0.44,1
67,39,0,4,0.44,-1
68,0,0,5,2.17,1
189,93,3,10,0.8,1
78,14,0,9,1.36,1
126,14,0,5,1.36,-1
245,8,0,11,0.27,1
24,3,0,8,0.22,-1
10,0,0,2,0.11,1
35,6,0,5,1.0,-1
20,3,0,4,0.29,1
71,1,0,6,0.28,1
51,0,0,6,1.67,-1
38,0,0,4,1.5,1
179,2,0,6,0.33,-1
33,3,0,4,0.08,-1
15,0,0,5,0.17,1
2,0,0,2,-0.2,-1
24,9,0,8,-0.07,1
124,1,0,4,0.53,-1
23,0,0,3,0.43,1
121,0,0,5,6.0,-1
38,0,0,5,0.58,1
14,0,0,4,0.0,-1
61,17,0,7,0.8,-1
23,0,0,5,0.21,1
72,11,0,6,0.5,0
5,0,0,5,-0.06,1
4,0,0,2,-0.56,1
54,4,0,10,0.1,1
40,0,0,4,0.54,1
2,0,0,5,-0.08,-1
121,0,0,8,4.8,1
4,0,0,4,0.0,-1
141,5,0,7,1.71,1
43,0,0,6,2.25,1
15,0,0,7,0.4,1
51,11,0,4,0.27,-1
45,3,0,6,0.23,1
56,44,0,6,1.8,-1
30,7,0,6,0.04,1
64,0,0,4,0.33,-1
43,2,0,4,1.6,1
23,3,0,7,0.05,1
62,43,0,7,0.5,1
28,0,0,4,0.14,-1
48,32,0,8,0.71,1
18,3,0,8,0.05,1
198,22,2,6,0.33,-1
4,0,0,1,0.0,-1
101,19,0,5,1.36,-1
66,1,0,13,0.44,1
57,203,0,9,0.69,1
100,3,0,10,1.06,1
113,32,0,8,0.26,1
19,2,0,7,0.06,-1
62,1,0,9,0.79,1
43,9,0,3,0.71,-1
10,0,0,7,0.08,1
7,0,0,5,-0.06,1
160,735,1,10,0.2,-1
98,2,0,12,1.27,1
59,2,0,9,1.17,1
28,0,0,4,-0.19,1
32,4,0,9,0.42,1
321,18,0,5,3.0,-1
112,9,0,7,1.75,1
51,3,0,5,0.5,-1
33,14,0,8,0.06,-1
17,0,0,5,0.06,1
54,38,0,6,0.53,1
37,1,0,5,0.25,1
52,11,0,6,0.24,1
100,14,0,8,0.38,1
77,13,0,8,1.0,-1
163,13,1,4,1.0,-1
34,0,0,5,0.22,1
41,6,0,10,0.15,1
74,39,0,13,0.93,1
36,2,0,4,0.27,-1
47,3,0,10,0.33,1
196,20,1,4,1.39,-1
9,0,0,5,0.06,1
59,0,0,7,1.1,1
32,6,0,9,0.25,1
33,0,0,3,0.83,-1
42,0,0,12,0.08,1
18,1,0,4,0.29,-1
116,0,0,4,0.25,-1
71,16,0,4,0.11,0
151,0,0,5,2.4,-1
148,21,4,12,1.9,1
76,21,0,4,1.38,-1
80,84,0,7,0.86,1
310,6,0,13,1.55,1
50,3,0,8,0.23,1
37,0,0,6,-0.18,1
28,0,0,5,0.21,1
95,0,0,10,2.0,1
50,1,0,7,0.5,-1
18,0,0,5,0.57,0
15,3,0,6,0.03,1
125,27,0,15,1.54,-1
51,0,0,3,1.25,-1
22,3,0,6,0.05,1
108,5,0,8,-0.17,1
69,0,0,3,1.63,-1
156,3,0,10,0.72,1
151,0,0,3,3.75,-1
54,14,0,6,0.5,1
12,0,0,6,0.18,1
25,25,0,7,0.14,1
290,31,2,9,3.5,-1
10,0,0,3,0.0,-1
103,0,0,1,0.0,1
15,0,0,3,0.25,1
53,11,0,7,0.21,1
234,30,4,6,1.94,1
106,5,0,10,0.73,1
52,5,0,6,1.0,1
77,1,0,4,0.55,-1
9,0,0,4,0.0,-1
53,1,0,9,1.0,1
41,0,0,2,0.67,-1
34,8,0,8,0.17,1
18,0,0,3,0.6,1
42,0,0,3,0.2,1
5,0,0,3,0.0,1
19,13,0,12,0.08,1
129,9,0,5,1.83,-1
65,7,0,5,1.55,1
18,4,0,7,0.2,-1
81,0,0,2,2.0,-1
111,24,0,8,0.22,1
28,1,0,14,0.13,1
62,0,0,11,0.58,1
206,0,0,5,3.8,-1
170,70,12,9,0.45,-1
18,0,0,6,0.23,1
149,2,0,3,0.57,-1
136,5,0,4,0.81,-1
28,0,0,3,0.44,1
64,0,0,10,0.53,1
402,6,2,10,1.65,1
143,29,0,6,3.43,-1
27,0,0,11,0.0,1
191,4,0,6,3.0,-1
38,2,0,5,0.45,1
9,0,0,3,0.07,-1
34,3,0,8,-0.09,1
316,3,0,9,7.14,-1
34,10,0,7,0.08,-1
12,1,0,7,-0.38,1
205,9,0,8,1.5,-1
17,2,0,5,-0.07,1
105,60,0,11,0.81,0
126,0,0,1,1.09,-1
33,3,0,9,0.26,1
145,6,0,9,0.19,-1
40,0,0,8,0.57,1
111,4,2,14,0.53,1
88,7,0,8,0.76,1
101,14,0,10,0.88,-1
49,6,0,9,0.29,1
61,9,0,9,1.33,-1
46,0,0,5,0.8,-1
53,0,0,9,1.11,1
40,0,0,8,0.4,1
94,14,0,8,0.42,1
59,0,0,6,0.58,1
83,3,0,8,1.33,1
61,0,0,5,1.0,-1
10,0,0,6,0.08,1
25,0,0,4,0.27,1
19,18,0,8,0.0,1
24,0,0,3,-0.5,1
35,1,0,8,0.71,1
32,0,0,8,0.33,1
47,3,0,8,1.13,1
96,16,0,5,2.71,1
5,0,0,5,-0.22,1
148,4,0,12,0.86,1
144,543,6,8,1.22,-1
191,17,2,7,0.75,-1
50,10,0,7,1.0,1
94,5,0,4,0.25,-1
18,0,0,6,0.25,1
17,0,0,5,0.0,1
72,2,0,6,0.7,1
53,9,0,8,0.75,1
56,0,0,7,1.1,1
20,0,0,5,0.03,-1
73,3,0,7,0.71,-1
50,2,0,7,1.29,1
29,0,0,5,0.73,-1
96,11,0,3,0.67,-1
61,5,0,10,0.38,1
10,0,0,3,0.11,1
81,1,0,5,2.0,-1
84,13,0,5,0.13,-1
29,1,0,5,0.0,-1
48,7,0,8,1.6,1
62,0,0,3,-0.5,-1
127,7,1,14,0.62,1
81,1,0,7,0.6,1
27,5,0,5,0.4,1
20,49,0,8,0.13,1
9,0,0,3,0.08,-1
74,8,0,9,0.31,1
56,10,0,6,0.3,1
19,4,0,6,0.14,1
22,7,0,7,-0.0,-1
116,1,0,5,2.0,-1
41,2,0,5,0.8,-1
229,0,0,2,1.27,-1
36,14,0,9,0.26,0
18,0,0,3,0.18,1
86,0,0,5,0.6,-1
25,0,0,4,0.21,1
18,1,0,4,0.38,1
80,36,0,7,0.44,1
55,6,0,9,0.21,1
116,3,0,7,0.22,-1
22,15,0,6,0.27,1
10,0,0,6,0.13,1
78,5,0,7,2.4,1
134,5,0,10,0.44,-1
168,15,2,10,0.63,-1
157,5,0,4,1.63,-1
38,20,0,6,0.14,1
27,5,0,4,0.2,1
592,0,0,6,28.0,-1
32,4,0,7,0.35,1
41,74,0,6,0.36,-1
1,0,0,1,0.0,-1
1,0,0,3,-0.43,1
294,174,10,29,0.52,1
162,34,0,8,0.13,1
2018,812,35,49,0.39,1
25,4,0,10,0.03,1
4361,376,15,84,1.53,1
85,5,0,9,0.24,1
3725,242,62,44,1.11,-1
179,31,1,13,1.62,1
148,23,0,17,0.51,-1
1015,107,12,61,1.16,1
56,6,0,10,0.53,1
142,376,3,14,0.7,1
153,14,3,10,0.8,1
245,38,3,8,1.86,1
156,10,0,9,1.45,-1
1597,458,3,43,3.97,1
43,3,0,11,0.24,1
116,1,0,6,4.0,-1
190,15,1,17,0.67,1
3298,325,7,54,1.7,-1
24,5,0,8,0.05,1
190,13,2,8,0.25,-1
19,60,0,8,0.13,1
2543,282,2,50,8.76,1
352,146,1,24,0.31,1
3098,150,215,69,0.27,-1
20,0,0,4,0.22,1
451,1,0,9,3.67,-1
163,0,1,10,0.25,1
37,10,0,8,0.25,1
500,4,0,45,1.52,1
23,6,0,7,0.02,1
52,21,0,11,-0.02,1
327,13,1,17,0.69,-1
1791,73,9,40,0.94,0
72,10,0,14,0.1,1
1263,528,29,40,0.47,-1
1020,1632,4,90,2.13,0
146,0,0,15,1.81,1
63,1,0,5,0.6,-1
246,17,2,5,1.33,-1
116,35,0,5,1.36,-1
23,0,0,7,0.45,1
85,16,0,8,0.02,1
39,2,0,6,-0.04,-1
76,0,0,5,2.17,-1
65,27,0,10,0.42,1
129,3,0,11,0.54,1
414,50,7,18,0.58,1
96,4,0,3,2.33,-1
758,33,5,33,0.72,-1
551,81,18,23,0.78,1
59,9,0,11,0.22,1
86,39,0,10,0.5,1
93,33,0,10,0.21,1
120,22,0,10,0.17,1
259,37,0,8,0.97,1
149,8,0,13,1.09,-1
969,28,3,12,0.47,1
54,10,0,11,0.13,0
140,19,0,9,0.03,-1
403,6,0,18,0.94,1
401,2,1,11,0.28,-1
144,9,0,7,0.14,1
194,173,42,8,0.3,-1
6611,589,8,117,1.94,-1
111,15,0,6,1.0,-1
48,2,0,5,0.67,1
40,19,0,12,0.08,1
80,4,0,15,0.06,1
72,9,0,11,0.31,1
708,18,3,20,0.59,-1
178,3,0,21,0.8,1
19,0,0,10,0.06,1
1756,298,38,38,8.41,1
2709,359,0,136,1.05,1
11855,179,12,87,0.64,-1
53,37,0,9,0.45,1
547,39,2,28,1.15,1
135,11,0,11,2.14,-1
394,136,1,24,1.14,1
717,48,1,21,1.58,1
94,38,0,9,0.22,1
80,3,0,7,0.81,-1
7444,910,10,180,1.41,1
118,0,0,7,0.75,1
15,1,0,4,-0.17,1
83,16,0,10,0.09,1
81,0,0,3,1.0,-1
275,9,0,16,1.88,1
683,64,2,32,2.5,1
82,12,0,13,0.18,1
697,42,1,17,7.43,1
1454,447,1,74,1.84,0
7,0,0,5,-0.14,1
1479,168,4,38,1.89,1
4831,726,51,75,1.18,-1
760,47,40,16,0.43,1
36,0,0,5,0.67,1
100,3,0,7,1.43,1
7061,437,5,64,2.31,0
56,5,0,7,0.43,-1
95,3,0,9,0.16,1
96,14,0,12,0.21,1
289,71,1,21,0.25,1
1281,43,4,15,1.13,-1
9,0,0,4,0.08,-1
66,64,0,13,0.6,1
3422,528,75,59,0.73,1
23,5,0,4,0.06,1
70,2,0,6,0.14,1
39,8,0,12,0.17,-1
128,68,1,19,0.46,1
251,0,0,5,1.17,-1
6840,197,1,90,4.54,1
878,88,0,27,2.5,1
78,8,0,19,0.34,1
1524,28,2,20,1.7,-1
1423,20,1,15,148.0,-1
726,37,1,64,0.64,0
36,0,0,2,1.0,-1
325,33,0,18,0.79,1
7403,968,1,91,8.49,-1
168,38,0,12,0.74,1
526,3,0,9,5.38,-1
18,1,0,7,0.04,1
664,37,15,28,1.09,0
1353,2213,6,50,0.6,1
35,2,0,8,0.75,1
408,7,12,16,0.34,1
30,0,0,3,0.2,-1
69,9,0,9,0.56,-1
153,64,2,13,0.46,1
156,4,0,5,1.0,-1
23,0,0,4,0.5,1
468,76,0,14,5.38,1
41,16,0,7,0.05,-1
57,13,0,10,0.3,1
366,19,2,12,0.91,1
15,0,0,5,0.1,1
145,53,0,11,1.15,-1
8340,442,178,304,1.53,-1
78,1,0,7,0.09,1
267,41,4,10,0.4,1
323,6,0,12,6.5,1
53,4,0,15,0.64,1
46,8,0,10,0.3,1
246,2,3,11,0.18,-1
3703,1163,111,56,1.22,1
18,0,0,4,0.13,-1
118,6,0,7,0.95,1
20,3,0,5,0.08,1
1027,23,0,28,1.64,1
5,0,0,5,0.07,1
20,5,0,10,0.09,1
762,26,3,22,0.2,-1
20,11,0,7,0.11,1
25,2,0,11,-0.14,1
1691,205,131,54,1.1,-1
846,4,3,17,0.68,-1
1236,1,0,24,10.65,-1
503,50,8,15,0.87,1
186,1,0,6,4.88,-1
353,1,0,23,1.71,1
1352,65,7,50,1.37,1
254,26,1,15,0.57,1
1360,944,60,40,1.2,-1
7223,317,13,55,1.2,-1
525,3,0,26,5.0,1
1379,387,2,26,4.22,1
766,111,4,52,0.19,1
916,302,5,15,0.75,-1
62,0,0,12,0.12,-1
1248,57,1,15,1.45,-1
30,1,0,9,0.26,1
120,177,0,6,0.38,1
568,324,5,15,0.29,1
632,5,1,20,1.24,1
54,4,0,11,0.37,1
10,0,0,8,0.08,1
2807,197,46,57,3.51,-1
589,35,6,21,0.74,1
18,1,0,4,0.2,1
150,6,0,8,0.84,1
222,0,0,4,5.83,-1
3622,180,38,48,1.57,1
327,96,12,20,0.51,1
335,67,3,17,1.23,1
126,112,0,11,0.81,1
296,11,0,14,0.63,1
7818,392,30,78,1.63,-1
173,6,0,18,1.04,-1
281,11,0,8,0.53,1
3941,1108,194,61,1.6,-1
3135,341,9,52,0.96,-1
1485,63,2,51,0.92,1
321,0,0,4,5.5,-1
347,10,0,13,1.03,1
134,428,0,10,0.64,1
2379,214,9,55,2.1,-1
8882,408,11,170,2.91,-1
1849,32,11,25,2.17,-1
483,16,0,12,0.66,1
8916,1078,50,142,3.65,-1
3330,79,22,24,12.78,-1
38,0,0,6,0.78,1
91,137,0,13,0.36,1
48,1,0,14,0.19,1
55,8,0,13,0.32,-1
173,8,0,14,0.36,1
28,6,0,5,0.09,1
138,19,0,11,0.22,1
88,56,0,10,0.22,0
160,0,0,11,0.47,-1
821,256,16,44,1.21,1
42,7,0,3,0.47,-1
82,3,0,9,0.79,1
302,24,1,11,0.72,-1
52,0,0,8,0.57,1
248,1,0,8,2.67,1
332,65,1,19,0.27,1
635,31,0,53,1.37,-1
70,87,0,8,0.33,1
743,124,1,29,0.91,-1
596,49,6,18,0.23,1
487,16,2,11,1.44,-1
488,7,0,26,1.13,1
118,1163,0,7,0.63,-1
28,1,0,7,0.12,1
124,16,0,6,0.65,-1
187,144,2,15,0.43,-1
161,22,0,14,0.51,1
125,17,0,20,0.19,-1
796,16,0,9,5.64,-1
2219,66,7,39,1.29,1
73,32,0,9,0.08,1
407,179,5,31,0.27,-1
52,36,0,7,0.25,1
126,70,0,11,1.12,1
716,27,0,17,1.4,-1
151,9,2,8,0.13,1
922,3,2,14,1.83,1
113,280,0,7,0.59,1
368,123,57,16,0.45,1
3344,32,4,77,6.8,-1
17,2,0,7,-0.0,1
67,21,0,7,1.71,1
30,0,0,8,0.38,0
169,6,0,6,1.6,-1
574,3,0,11,0.75,-1
92,123,0,17,0.39,0
37,2,0,8,0.05,1
70,5,0,15,0.42,-1
1272,36,17,86,0.53,1
1204,150,40,32,0.61,1
331,24,1,12,1.77,-1
59,159,0,11,0.3,1
177,3,0,13,0.87,-1
401,83,2,51,0.26,0
32,1,0,10,0.0,1
448,27,5,18,4.36,1
107,0,0,9,1.67,1
58,98,0,12,0.31,1
157,140,8,30,0.22,1
500,452,6,35,0.71,1
69,2,0,9,0.34,1
146,14,0,4,0.42,-1
93,39,0,14,0.55,-1
120,59,0,10,0.23,1
45,7,0,8,0.22,1
2681,220,9,73,1.62,1
1021,4,0,19,11.06,-1
101,0,0,12,0.3,-1
560,13,2,36,1.38,-1
23,24,0,10,-0.04,1
71,18,0,8,0.52,1
141,48,0,14,0.81,-1
81,15,0,14,0.21,1
58,2,0,7,0.11,1
384,13,0,11,6.17,-1
301,52,1,20,0.78,1
418,104,3,14,0.56,1
606,0,0,7,1.5,-1
34,3,0,6,0.45,1
11823,520,6,82,2.72,1
2406,120,11,50,0.69,0
369,26,10,26,1.48,0
277,7,1,19,0.98,1
1787,2110,8,98,1.1,1
692,57,10,13,0.37,-1
89,7,0,10,0.83,1
458,95,1,19,0.56,1
151,3,0,6,0.48,-1
1120,236,4,30,1.92,0
376,32,4,13,1.96,-1
627,46,12,26,0.6,1
1957,61,11,26,9.34,-1
753,39,0,29,2.58,1
472,52,0,15,0.35,1
444,264,6,28,0.38,-1
106,17,0,14,0.16,1
27,0,0,4,-0.12,1
424,51,1,33,0.41,1
458,22,1,12,0.71,1
606,65,70,27,0.2,1
10,0,0,7,0.04,1
503,4,0,8,0.52,-1
159,57,0,18,0.39,-1
18,2,0,7,-0.26,1
46,5,0,7,1.0,-1
25,49,0,8,-0.05,1
114,122,0,11,1.83,-1
869,17,0,11,0.8,-1
48,2,0,11,0.41,1
168,39,0,43,0.89,1
1015,76,20,20,0.42,1
1126,104,4,29,0.79,1
4,0,0,2,0.0,-1
47,3,0,7,0.41,1
776,138,3,28,0.28,1
4602,353,13,59,4.72,-1
27552,901,114,87,0.99,1
5,0,0,5,-0.05,-1
371,26,2,16,0.27,1
91,20,0,18,0.22,1
41,2,0,10,-0.02,1
10027,600,10,117,2.11,1
29,0,0,8,0.03,-1
2230,10,1,25,5.95,1
213,24,0,12,1.25,-1
158,9,2,11,2.0,1
919,125,4,43,0.99,1
27,55,0,10,0.0,-1
32,0,0,3,0.67,-1
22,3,0,9,0.0,1
1343,98,2,30,0.24,0
56,4,0,3,0.6,-1
121,54,0,11,0.13,1
85,8,0,15,0.73,-1
66,20,0,13,0.21,1
88,12,0,5,0.26,1
636,78,1,26,0.97,1
251,0,0,8,8.5,1
5,0,0,2,0.0,-1
3287,575,14,141,0.96,0
129,13,0,15,0.34,1
67,27,0,9,0.08,1
507,241,11,24,1.05,1
224,31,0,13,1.47,1
183,14,0,10,1.17,1
124,0,0,18,0.29,1
725,51,27,31,1.45,1
2382,165,10,79,2.26,-1
1044,31,3,25,0.9,1
25,20,0,4,0.33,1
23,0,0,6,0.2,1
1709,16,16,25,0.65,-1
25,2,0,10,0.0,-1
106,12,0,6,0.0,-1
122,11,0,10,0.0,-1
361,43,33,20,0.62,1
96,0,0,1,1.57,-1
1377,113,8,61,1.51,1
306,46,0,14,3.09,-1
322,140,0,17,1.13,1
133,5,0,9,6.5,1
388,0,0,17,1.21,1
412,54,1,29,0.63,-1
87,4,0,19,0.11,1
19,0,0,5,0.07,1
15,8,0,7,0.25,1
98,11,0,10,0.8,0
105,34,0,9,0.32,1
475,61,76,23,0.32,1
28,2,0,12,0.11,1
376,28,2,11,0.95,1
14,1,0,8,-0.1,1
557,14,0,7,0.5,-1
549,460,20,21,1.67,1
333,60,7,18,0.43,-1
68,4,0,6,1.0,1
24,0,0,6,0.0,-1
143,39,1,16,0.22,1
151,6,1,19,0.51,1
15,1,0,6,0.0,1
3360,345,19,82,4.32,1
184,11,0,15,0.38,1
210,16,0,10,2.71,1
519,171,5,19,0.94,-1
139,48,0,11,2.33,-1
60,40,0,12,0.29,1
869,23,19,16,0.45,1
89,10,0,12,1.33,1
2619,129,10,33,1.72,-1
2155,137,24,34,1.48,-1
145,1,0,16,0.96,-1
781,90,0,14,11.71,-1
823,72,6,75,0.63,-1
22,3,0,7,0.0,1
496,83,2,24,2.72,1
467,130,11,38,1.91,1
15,1,0,11,-0.12,1
1172,8,0,18,6.62,-1
799,140,1,33,1.18,1
846,279,8,23,1.56,1
60,17,0,7,0.5,1
71,7,0,5,0.73,-1
43,0,0,5,0.8,1
120,6,0,6,0.58,1
46,0,0,6,0.04,-1
260,7,0,12,3.0,1
314,12,0,11,13.84,-1
153,74,0,9,6.0,1
116,1,0,8,1.19,1
70,100,5,11,0.29,1
42,1,0,9,0.07,1
30,3,0,6,0.33,1
66,7,0,8,0.5,1
654,37,1,12,1.65,-1
41,0,0,2,0.5,-1
791,59,2,18,1.37,-1
14,0,0,3,0.18,-1
48,12,0,7,0.23,1
552,84,0,20,0.97,1
166,0,0,4,7.5,-1
73,10,0,17,0.06,1
434,4,0,28,2.22,1
4503,337,3,37,7.52,-1
104,4,0,13,0.41,1
572,116,8,44,0.26,1
57,1,0,7,-0.02,1
2903,108,44,40,0.55,1
5,0,0,6,-0.5,1
709,13,9,36,1.49,1
136,73,0,13,1.0,1
393,3,0,11,15.0,1
1663,104,47,60,4.44,-1
556,36,3,16,2.65,1
89,7,0,10,0.41,0
342,118,4,22,0.6,-1
187,9,0,13,0.93,1
416,39,12,20,0.45,1
185,123,1,13,1.0,-1
1263,22,0,22,7.5,1
441,21,3,21,0.31,1
151,3,0,25,0.46,1
611,0,0,6,15.25,-1
43,2,0,5,0.5,1
2137,172,14,122,1.46,0
44,18,0,7,0.09,1
1369,215,0,40,0.48,1
18,1,0,3,0.17,1
560,160,7,26,0.42,1
605,20,26,23,0.25,1
66,2,0,3,0.3,-1
445,145,29,11,0.96,1
136,1,0,13,1.31,-1
142,33,2,12,0.25,1
36,10,0,7,0.0,1
354,21,0,7,0.54,-1
47,0,0,7,0.2,1
131,17,1,10,0.26,1
639,34,5,20,0.52,-1
174,20,0,31,0.43,-1
10,0,0,2,-0.13,1
19,0,0,1,0.0,-1
502,3,0,24,3.25,1
2224,50,6,38,3.87,1
107,96,0,12,0.4,1
140,97,1,10,1.13,1
162,57,0,13,1.37,1
403,56,1,43,0.2,-1
63,18,0,8,0.6,-1
79,10,0,7,0.15,1
85,17,0,14,0.1,1
930,19,2,27,3.2,1
9746,627,10,47,6.82,-1
116,7,0,2,0.93,-1
234,76,8,11,1.2,1
1230,485,5,25,1.1,-1
38,0,0,14,0.17,1
101,0,0,1,0.0,-1
23,2,0,4,0.67,1
18,1,0,3,0.6,1
15,0,0,5,0.4,1
4,0,0,1,0.0,-1
9,0,0,1,0.17,-1
4,0,0,3,0.0,-1
4,0,0,1,0.0,-1
4,0,0,1,0.0,-1
15,0,0,4,0.06,1
9,0,0,1,0.25,-1
9,0,0,1,0.0,-1
5,0,0,3,0.0,-1
14,0,0,1,-0.5,-1
2,0,0,1,-0.5,-1
9,0,0,1,0.0,-1
30,10,0,5,0.33,-1
61,0,0,2,1.25,-1
9,0,0,2,0.0,1
5,0,0,3,0.25,1
52,3,0,10,0.35,1
46,1,0,5,1.0,-1
66,20,0,2,1.2,-1
46,7,0,4,1.5,-1
36,8,0,3,0.2,-1
101,4,0,2,0.0,-1
33,0,0,4,1.75,1
5,0,0,2,0.0,1
5,0,0,2,-0.17,1
18,2,0,5,0.75,1
17,0,0,4,0.29,1
51,0,0,2,1.25,-1
81,0,0,2,2.0,-1
23,0,0,3,0.2,-1
4,0,0,1,-0.25,-1
2,0,0,2,-0.75,-1
46,0,0,1,2.0,-1
9,0,0,2,0.0,-1
36,0,0,2,1.0,-1
33,2,0,3,1.5,1
89,0,0,3,1.6,-1
18,0,0,4,0.75,1
66,0,0,3,2.5,-1
4,0,0,3,0.0,-1
5,0,0,1,0.0,1
101,0,0,1,0.0,-1
46,6,0,3,1.6,-1
36,0,0,2,1.0,-1
71,0,0,2,1.75,-1
101,1,0,4,-0.17,1
