reputation,up_votes,down_votes,num_badges,contributing_score,EFF_CLASS_NUM
36,8,0,3,0.43,-1
4,0,0,2,0.0,-1
4,0,0,2,0.0,-1
101,0,0,1,0.0,-1
86,1,0,3,3.5,-1
29,0,0,4,0.5,-1
20,1,0,5,0.5,1
5,0,0,1,0.0,1
49,0,0,2,1.0,-1
43,1,0,5,1.25,-1
33,29,0,5,1.0,-1
23,1,0,5,0.67,1
4,0,0,3,0.07,-1
36,0,0,4,0.57,-1
5,0,0,2,-0.2,1
4,0,0,1,-0.38,1
18,206,0,6,0.5,-1
5,0,0,3,0.0,1
36,0,0,4,1.75,-1
18,0,0,2,0.5,1
25,80,0,6,0.38,1
97,0,0,1,0.0,-1
23,0,0,5,1.0,1
4,0,0,1,0.0,-1
9,0,0,4,0.17,-1
19,0,0,2,0.25,-1
9,0,0,1,0.0,-1
18,1,0,3,0.6,1
61,0,0,4,3.0,-1
101,0,0,1,0.0,-1
61,0,0,5,0.0,-1
51,0,0,2,1.0,-1
2,0,0,1,0.0,-1
76,0,0,5,1.75,-1
15,0,0,5,0.29,1
38,1,0,5,0.8,1
10,0,0,1,0.0,1
14,0,0,3,0.2,-1
41,0,0,1,1.0,-1
14,0,0,1,0.5,-1
25,1,0,8,0.4,1
29,0,0,2,0.33,-1
4,0,0,1,0.0,-1
4,0,0,2,-0.29,-1
23,0,0,2,0.8,1
4,0,0,1,0.0,-1
20,1,0,4,0.38,1
2,0,0,1,0.11,-1
41,0,0,1,0.75,-1
18,0,0,4,0.25,1
4,0,0,2,0.0,-1
61,6,0,3,1.5,-1
23,0,0,2,1.0,1
18,1,0,3,0.4,1
18,1,0,3,0.5,1
23,0,0,4,0.67,1
41,0,0,2,1.0,-1
71,0,0,2,1.75,-1
23,7,0,4,0.17,-1
101,3,0,1,0.0,-1
15,2,0,3,0.17,1
14,0,0,1,0.5,-1
41,0,0,2,1.0,-1
45,1,0,6,1.0,-1
9,0,0,1,0.0,-1
18,2,0,4,0.0,-1
56,0,0,2,2.0,-1
36,2,0,4,0.29,-1
20,0,0,3,0.43,1
101,0,0,1,0.0,-1
34,21,0,5,0.75,-1
29,0,0,1,0.5,-1
101,15,0,1,0.0,-1
41,0,0,5,1.5,-1
4,0,0,1,0.0,-1
81,2,0,4,1.0,-1
20,0,0,3,0.3,1
4,0,0,3,0.0,-1
46,2,0,3,1.17,-1
4,0,0,1,0.0,-1
18,0,0,3,0.75,1
9,0,0,2,0.25,-1
15,0,0,1,-0.33,-1
96,0,0,1,4.0,-1
101,4,0,4,2.0,-1
51,0,0,3,1.0,-1
148,38,0,7,3.0,1
15,0,0,3,0.25,1
101,0,0,3,2.0,-1
9,0,0,2,0.0,-1
15,0,0,4,0.25,1
4,0,0,2,0.0,-1
23,0,0,2,0.75,1
24,18,0,5,0.0,-1
2,0,0,1,-0.25,-1
51,0,0,2,2.5,-1
9,0,0,2,0.17,-1
33,0,0,2,0.0,-1
10,0,0,2,0.13,1
4,0,0,3,0.0,-1
18,1,0,5,0.6,1
19,2,0,4,0.22,1
15,1,0,3,0.22,1
4,0,0,2,0.0,-1
15,0,0,3,0.08,1
10,0,0,2,0.0,-1
4,0,0,1,0.0,-1
101,4,0,2,0.0,-1
36,0,0,2,1.0,-1
2,0,0,3,-0.2,-1
18,8,0,4,0.0,-1
41,13,0,3,0.33,-1
18,0,0,4,0.3,1
22,0,0,3,0.38,1
18,0,0,4,0.0,1
28,5,0,8,0.5,1
71,2,0,4,0.21,-1
10,0,0,5,0.13,1
36,1,0,3,0.0,-1
51,0,0,3,0.8,-1
41,0,0,2,1.0,-1
51,0,0,2,0.56,-1
36,0,0,3,0.22,-1
101,130,0,3,0.0,-1
5,0,0,2,-0.67,-1
12,0,0,5,-0.29,1
49,0,0,2,1.0,-1
36,10,0,3,1.0,-1
59,0,0,1,1.25,-1
108,14,0,5,0.11,1
18,8,0,7,0.29,1
49,0,0,1,0.8,-1
4,0,0,2,0.0,-1
81,3,0,4,1.6,-1
19,2,0,3,0.2,-1
7,0,0,2,-0.2,-1
46,0,0,1,1.5,-1
4,0,0,1,-0.25,-1
4,0,0,1,0.0,-1
81,0,0,3,2.0,-1
46,1,0,3,1.0,-1
81,0,0,2,2.0,-1
38,1,0,7,0.86,1
9,0,0,2,0.0,-1
23,1,0,3,0.8,1
36,0,0,2,1.75,-1
4,0,0,1,-0.11,-1
10,0,0,4,0.06,1
41,3,0,6,0.71,-1
4,0,0,2,-0.6,1
118,0,0,3,0.75,1
66,0,0,2,1.4,-1
36,0,0,1,0.6,-1
76,0,0,1,3.0,-1
36,3,0,3,0.5,-1
101,1,0,1,0.0,-1
103,4,0,4,0.0,-1
5,0,0,3,0.0,1
15,0,0,5,0.22,-1
41,0,0,1,1.0,-1
4,0,0,2,0.0,-1
4,0,0,3,0.17,-1
28,5,0,3,0.63,1
33,7,0,5,0.27,1
15,0,0,5,0.18,1
4,0,0,3,0.0,-1
4,0,0,5,0.0,-1
53,0,0,1,0.5,-1
4,0,0,1,-1.0,1
23,0,0,7,0.5,1
4,0,0,2,0.0,-1
17,1,0,5,0.18,1
101,0,0,4,2.0,-1
10,0,0,2,0.2,1
28,0,0,4,0.0,-1
4,0,0,3,0.0,-1
4,0,0,1,-0.25,-1
20,1,0,4,0.0,-1
51,0,0,3,1.25,-1
14,0,0,1,0.5,-1
5,0,0,1,-0.2,1
66,3,0,3,1.0,-1
9,0,0,1,-0.25,-1
41,1,0,3,0.57,-1
4,0,0,1,-0.75,-1
71,0,0,4,1.5,-1
5,0,0,1,0.0,1
4,0,0,1,-0.5,1
17,0,0,4,0.0,-1
4,0,0,4,-0.25,1
71,1,0,4,1.17,-1
9,0,0,1,0.25,-1
18,0,0,2,0.0,-1
41,2,0,6,0.64,-1
36,0,0,2,1.0,-1
34,6,0,5,0.5,-1
56,89,0,5,0.67,-1
38,4,0,4,1.17,1
56,0,0,4,2.0,-1
4,0,0,1,0.0,-1
4,0,0,2,0.25,-1
51,0,0,1,1.25,-1
41,0,0,2,1.0,-1
4,0,0,1,0.0,-1
10,0,0,1,0.0,1
46,0,0,2,1.5,-1
2,0,0,2,-0.44,-1
239,0,0,4,5.75,-1
23,2,0,5,0.44,1
14,0,0,1,0.0,-1
12,0,0,6,0.0,1
18,0,0,4,0.09,1
41,0,0,1,1.0,-1
456,0,0,7,17.4,-1
29,0,0,3,1.0,-1
66,4,0,5,1.0,-1
18,0,0,2,0.5,1
126,275,0,6,5.5,-1
4,0,0,2,0.0,-1
39,2,0,5,0.25,-1
18,0,0,2,0.75,1
24,1,0,8,0.21,1
66,0,0,2,2.5,-1
36,0,0,3,0.88,-1
9,0,0,3,0.0,-1
101,2,0,2,0.0,-1
4,0,0,2,0.0,-1
116,0,0,3,5.0,-1
9,0,0,3,0.0,-1
15,0,0,3,0.29,1
25,0,0,3,0.14,1
36,0,0,3,1.0,-1
4,0,0,1,0.25,-1
7,0,0,3,0.0,1
23,0,0,3,0.09,1
35,0,0,5,0.38,1
36,0,0,2,1.0,-1
28,1,0,5,0.62,1
51,0,0,3,1.75,-1
101,0,0,1,0.0,-1
101,1,0,4,0.47,-1
18,0,0,4,0.75,1
78,27,0,6,0.14,-1
246,0,0,5,11.5,-1
34,0,0,5,1.2,-1
46,0,0,3,0.5,-1
36,3,0,3,1.0,-1
33,3,0,4,1.5,1
10,0,0,3,0.08,1
22,4,0,7,0.13,1
19,0,0,2,0.17,-1
25,3,0,3,0.22,1
10,0,0,2,0.0,-1
23,2,0,5,0.8,1
27,0,0,5,0.22,1
30,8,0,4,0.29,1
51,2,0,7,1.75,-1
10,0,0,2,0.14,1
12,0,0,5,0.13,-1
28,10,0,4,1.25,1
14,0,0,2,0.2,-1
29,0,0,3,0.5,-1
18,0,0,3,0.5,1
10,0,0,3,0.11,1
121,0,0,5,3.75,-1
20,4,0,4,0.5,1
17,0,0,3,0.08,1
41,1,0,4,0.63,-1
18,0,0,2,0.38,1
56,0,0,5,1.33,-1
35,11,0,6,0.43,1
41,0,0,1,1.0,-1
33,1,0,5,1.2,-1
2,0,0,1,-0.75,-1
36,0,0,6,1.75,1
17,0,0,1,-1.0,-1
23,1,0,4,1.0,1
41,2,0,4,1.5,-1
61,0,0,3,1.5,-1
15,0,0,5,0.4,0
128,5,0,6,0.71,-1
36,20,0,4,0.43,-1
101,1,0,1,0.0,-1
2,0,0,2,-0.13,-1
28,0,0,3,1.0,1
9,0,0,1,0.0,-1
79,0,0,3,1.75,-1
5,0,0,2,-0.14,1
18,0,0,2,0.43,1
18,0,0,4,0.25,1
15,1,0,4,0.29,1
4,0,0,3,0.0,-1
5,0,0,3,0.0,1
4,0,0,1,0.0,-1
36,4,0,5,0.0,-1
78,2,0,6,0.27,1
9,0,0,2,0.25,-1
7,0,0,3,-0.25,-1
66,1,0,5,1.75,1
25,1,0,5,0.67,1
74,15,0,3,3.0,-1
23,14,0,3,0.67,1
33,0,0,5,0.75,1
43,11,0,6,0.33,1
17,0,0,4,0.08,-1
91,0,0,3,1.6,-1
56,0,0,1,1.33,-1
25,4,0,8,0.31,1
19,0,0,1,0.0,-1
84,0,0,2,1.17,-1
36,7,0,3,0.33,-1
41,0,0,3,1.0,-1
91,1,0,5,3.5,-1
23,0,0,3,1.0,1
7,0,0,2,0.0,1
101,1,0,2,0.0,-1
23,1,0,5,0.71,1
15,0,0,2,0.38,1
51,1,0,7,2.0,-1
9,0,0,1,0.0,-1
35,1,0,3,1.2,1
5,0,0,1,0.0,-1
18,0,0,7,0.33,1
101,0,0,1,0.0,-1
55,16,0,3,0.15,-1
25,0,0,4,0.67,1
14,0,0,5,0.11,1
4,0,0,2,0.0,-1
41,0,0,2,0.5,-1
40,0,0,3,0.5,-1
51,0,0,2,1.25,-1
4,0,0,2,0.0,-1
19,0,0,2,0.0,-1
36,0,0,2,1.0,-1
20,0,0,2,0.6,1
36,1,0,2,0.4,-1
15,0,0,1,-0.25,-1
41,0,0,2,2.0,-1
10,0,0,3,0.2,1
38,0,0,2,1.5,1
15,0,0,3,0.2,1
40,26,0,4,0.31,0
65,6,0,9,0.42,1
41,0,0,5,1.0,-1
4,0,0,2,0.25,-1
20,0,0,6,0.08,1
2,0,0,5,-0.18,1
18,6,0,5,0.2,1
14,0,0,4,0.2,-1
451,0,0,6,7.75,-1
46,0,0,2,1.5,-1
10,0,0,5,0.1,1
9,0,0,2,-0.4,-1
20,2,0,4,0.38,1
34,202,0,5,0.2,-1
34,0,0,3,0.08,1
181,0,0,2,4.5,-1
61,0,0,4,1.5,-1
15,1,0,8,0.13,1
45,1,0,5,0.62,1
9,0,0,1,0.0,-1
17,0,0,3,0.33,1
28,6,0,11,0.28,1
9,0,0,1,0.0,-1
9,0,0,1,0.0,-1
116,3,0,3,0.38,-1
186,0,0,5,8.5,-1
10,0,0,4,0.13,1
18,1,0,3,0.75,1
25,6,0,7,0.57,-1
15,10,0,4,0.33,1
116,11,0,3,2.83,-1
101,0,0,1,0.0,-1
18,101,0,5,0.0,-1
41,0,0,2,0.6,-1
41,14,0,4,0.67,-1
181,0,0,3,3.6,-1
15,10,0,3,0.2,1
4,0,0,3,0.0,-1
36,0,0,2,1.0,-1
41,0,0,1,0.75,-1
17,2,0,6,0.18,-1
61,0,0,2,1.5,-1
4,0,0,2,0.0,-1
58,1,0,4,1.83,1
39,0,0,1,0.75,-1
109,0,0,3,2.25,-1
71,0,0,1,1.75,-1
71,152,0,6,0.73,1
101,2,0,1,0.0,-1
45,5,0,7,1.14,1
63,0,0,4,0.5,1
64,1,0,4,1.5,-1
326,17,0,6,1.23,-1
17,12,0,4,-0.1,-1
12,0,0,4,0.06,1
28,11,0,6,0.63,1
38,263,0,4,0.38,-1
211,0,0,4,5.25,-1
46,1,0,5,2.0,-1
15,0,0,4,0.11,-1
17,0,0,3,0.12,1
12,0,0,4,0.08,-1
5,0,0,2,0.0,1
28,1,0,3,0.0,-1
51,2,0,3,0.57,-1
18,0,0,4,0.6,1
5,0,0,2,0.0,1
35,1,0,7,0.33,1
35,0,0,3,0.43,1
4,0,0,1,0.0,-1
41,0,0,2,0.5,-1
18,1,0,4,0.38,1
30,1,0,4,0.64,1
81,0,0,4,1.33,-1
10,0,0,2,0.17,1
141,7,0,10,4.6,1
101,8,0,1,0.0,-1
2,0,0,1,-0.5,-1
29,0,0,1,0.5,-1
147,6,0,6,0.81,-1
36,0,0,2,0.63,-1
78,4,0,7,0.19,1
41,0,0,3,0.5,-1
29,0,0,1,0.43,-1
25,5,0,4,0.29,1
18,1,0,6,0.6,1
5,0,0,1,0.18,1
101,0,0,1,0.0,-1
22,14,0,5,0.2,1
17,0,0,3,0.25,1
36,1,0,4,0.22,-1
121,1,0,4,2.25,-1
23,0,0,3,0.25,1
39,6,0,5,1.5,-1
40,6,0,7,0.86,1
15,0,0,4,0.0,-1
18,1,0,5,0.2,1
10,0,0,5,0.0,1
649,0,0,8,16.0,-1
34,3,0,4,0.25,-1
42,5,0,7,0.15,1
38,0,0,5,1.5,1
113,16,0,6,0.91,1
23,0,0,2,0.67,1
10,0,0,4,0.2,1
33,0,0,5,0.63,1
101,1,0,1,0.0,-1
5,0,0,1,0.0,1
431,0,0,6,10.5,-1
9,0,0,1,0.0,-1
36,1,0,4,1.0,1
28,0,0,2,1.25,1
5,0,0,2,0.0,-1
18,0,0,2,0.6,1
24,1,0,4,0.07,1
36,1,0,4,0.29,-1
39,0,0,1,0.5,-1
39,0,0,3,0.0,-1
33,5,0,4,0.54,1
7,0,0,1,-0.25,-1
7,0,0,1,0.0,-1
4,0,0,1,-0.33,1
36,5,0,6,0.35,1
101,0,0,1,0.0,-1
46,0,0,1,1.2,-1
20,2,0,7,0.25,-1
41,2,0,6,1.17,-1
9,0,0,2,0.2,-1
46,0,0,3,1.25,-1
9,0,0,1,0.0,-1
106,0,0,5,5.25,-1
10,0,0,3,0.0,1
51,3,0,3,1.2,-1
5,0,0,2,0.0,1
34,7,0,5,0.5,-1
18,0,0,4,0.43,1
20,0,0,4,0.6,1
23,0,0,3,0.4,1
19,1,0,9,-0.24,1
17,7,0,6,0.15,-1
23,0,0,2,0.67,1
5,0,0,2,0.0,1
14,0,0,3,-0.2,1
5,0,0,3,-0.15,1
25,7,0,5,0.5,1
4,0,0,2,0.0,-1
2,0,0,4,-0.17,-1
101,0,0,1,0.0,-1
25,5,0,8,0.13,1
126,2,0,6,0.4,-1
128,5,1,7,0.14,-1
36,0,0,4,0.5,-1
101,3,0,1,0.0,-1
29,3,0,5,0.2,-1
23,2,0,5,0.56,1
15,1,0,5,0.14,1
27,0,0,2,0.0,-1
200,0,1,5,5.0,-1
46,0,0,1,1.5,-1
349,0,0,5,8.0,-1
27,2,0,7,0.11,1
101,11,0,3,0.0,-1
30,1,0,8,0.29,-1
66,0,0,3,2.5,-1
76,0,0,3,0.86,-1
24,24,0,3,0.13,-1
37,0,0,4,0.44,1
129,0,0,3,2.4,-1
9,0,0,1,0.25,-1
10,0,0,2,-0.14,-1
7,0,0,2,0.0,-1
71,35,0,8,0.46,-1
24,1,0,6,0.09,1
41,9,0,2,0.67,-1
18,9,0,5,0.71,1
48,8,0,6,0.64,1
46,0,0,6,0.83,-1
36,0,0,5,0.86,-1
58,7,0,6,1.0,1
61,13,0,5,1.5,-1
76,6,0,5,1.6,-1
46,0,0,2,1.5,-1
28,0,0,4,0.33,1
33,1,0,6,0.3,1
4,0,0,2,-0.14,-1
71,0,0,2,3.5,-1
18,0,0,2,1.0,1
10,0,0,4,0.03,1
14,0,0,2,0.08,-1
23,0,0,5,0.5,1
25,0,0,4,0.33,1
113,6,0,10,3.0,1
33,6,0,4,0.5,1
71,0,0,1,1.75,-1
41,0,0,3,0.4,-1
19,0,0,3,0.0,-1
66,0,0,1,2.5,-1
66,0,0,7,2.6,-1
5,0,0,4,0.0,1
27,0,0,4,0.5,1
19,0,0,5,0.14,-1
103,12,0,5,0.0,1
36,4,0,3,0.6,-1
111,0,0,3,0.25,-1
18,10,0,5,-0.04,1
9,0,0,6,0.33,-1
5,0,0,1,0.0,1
73,2,0,7,0.32,1
186,160,0,10,1.0,-1
41,0,0,1,1.0,-1
10,0,0,3,0.14,-1
129,2,0,4,2.0,-1
46,22,0,10,1.13,1
14,0,0,3,0.29,-1
28,0,0,2,1.0,1
63,62,0,9,1.31,-1
9,0,0,3,0.0,1
119,0,0,3,2.75,-1
18,0,0,4,0.0,-1
25,0,0,2,-0.2,1
124,72,0,8,0.92,1
34,23,0,6,0.75,-1
111,2,0,4,2.6,-1
44,1,0,2,2.0,-1
41,0,0,1,1.0,-1
96,0,0,3,4.0,-1
25,5,0,8,0.3,1
61,0,0,2,1.0,-1
28,0,0,5,-0.69,1
34,2,0,8,0.55,-1
121,17,0,4,1.0,-1
103,14,0,2,0.0,1
119,10,0,4,0.0,-1
51,1,0,3,1.25,-1
4,0,0,1,-0.11,-1
18,0,0,3,0.18,1
65,0,0,4,0.19,1
115,14,0,11,1.29,1
19,0,0,3,0.43,-1
56,0,0,1,2.0,-1
36,1,0,3,0.5,-1
9,0,0,1,-0.75,1
103,0,0,4,-0.6,1
5,0,0,1,0.0,1
19,2,0,6,0.1,1
33,13,0,3,1.5,1
101,24,0,3,0.0,-1
23,15,0,4,0.57,1
101,3,0,3,0.0,-1
14,0,0,4,0.08,1
113,0,0,7,0.29,1
38,0,0,5,1.17,1
87,4,0,9,0.73,1
7,0,0,2,0.0,-1
2,0,0,1,0.25,-1
71,0,0,2,1.75,-1
48,21,0,6,1.8,1
125,11,0,4,0.33,-1
36,0,0,4,0.13,1
116,0,0,4,5.0,-1
10,0,0,2,0.2,1
51,0,0,2,1.25,-1
18,0,0,6,0.6,-1
10,0,0,3,0.13,1
9,0,0,3,0.11,-1
54,35,0,4,0.71,-1
10,0,0,2,0.14,1
36,0,0,4,1.75,-1
18,1,0,3,0.0,-1
205,0,0,5,3.75,-1
7,0,0,4,0.0,1
28,0,0,4,0.86,1
36,0,0,2,1.0,-1
34,3,0,4,0.5,-1
15,0,0,4,0.04,1
28,0,0,5,1.0,1
9,0,0,1,0.0,-1
9,0,0,3,0.0,-1
10,0,0,5,0.09,1
10,0,0,5,-0.27,1
19,0,0,3,0.14,-1
22,0,0,7,0.18,-1
18,0,0,4,0.6,1
10,0,0,4,-0.08,1
54,2,0,6,0.45,1
73,20,0,6,0.57,1
14,0,0,3,0.22,-1
85,14,0,8,2.0,1
68,0,0,5,1.86,1
53,0,0,1,0.0,-1
30,4,0,8,0.27,1
81,20,0,3,1.17,-1
27,1,0,8,0.0,1
19,0,0,1,0.3,-1
12,0,0,1,-0.17,-1
4,0,0,5,-0.27,-1
22,1,0,4,0.0,1
7,0,0,3,0.0,0
14,0,0,7,0.08,1
28,3,0,6,1.25,1
28,4,0,5,0.33,1
34,2,0,6,0.3,1
151,4,0,8,1.9,1
71,0,0,5,0.83,-1
78,2,0,8,0.33,1
28,0,0,4,0.63,1
53,29,0,6,0.67,-1
181,0,0,3,3.2,-1
60,13,0,7,0.6,1
126,6,0,5,0.23,-1
83,90,0,8,1.57,-1
186,3,0,6,1.37,-1
35,0,0,6,0.67,1
36,13,0,6,0.0,1
36,0,0,2,1.0,-1
28,22,0,7,0.29,-1
33,0,0,6,-0.06,1
9,0,0,2,0.17,-1
91,1,0,2,1.8,-1
671,0,0,8,16.5,-1
121,0,0,2,3.0,-1
18,5,0,6,0.5,1
18,2,0,5,0.75,1
5,0,0,3,-0.61,1
23,3,0,6,0.38,1
58,31,0,4,0.86,1
23,0,0,3,0.33,1
18,0,0,3,0.75,1
2,0,0,5,0.13,-1
20,5,0,6,0.5,1
2,0,0,6,0.12,-1
19,0,0,4,0.15,-1
36,2,0,6,0.27,1
47,0,0,7,0.89,1
271,0,0,6,6.5,-1
5,0,0,2,0.0,1
84,0,0,6,4.0,-1
18,16,0,5,0.17,-1
5,0,0,3,-1.0,-1
12,0,0,5,-0.33,1
28,0,0,4,0.57,1
23,0,0,3,1.0,1
99,31,0,7,1.13,-1
38,1,0,4,0.0,-1
61,0,0,2,1.5,-1
111,5,0,6,0.13,-1
213,0,0,8,13.25,1
107,2,0,6,2.2,-1
34,1,0,4,0.8,1
19,0,0,4,0.6,-1
15,0,0,3,0.17,1
29,3,0,7,0.17,-1
46,1,0,4,1.0,-1
83,8,0,6,1.14,-1
28,5,0,3,1.25,1
39,4,0,3,0.6,-1
5,0,0,4,-0.06,1
24,3,0,6,0.05,1
9,0,0,2,0.11,-1
37,12,0,6,0.38,1
5,0,0,7,-0.07,1
123,9,0,9,1.05,1
77,1,0,3,0.16,-1
36,3,0,2,0.2,-1
36,1,0,4,1.0,-1
9,0,0,2,0.2,-1
12,0,0,4,0.08,1
14,0,0,3,0.5,-1
171,1,0,2,1.92,-1
44,11,0,6,0.08,1
51,42,0,7,0.67,-1
114,0,0,10,1.0,1
66,0,0,6,3.25,-1
38,3,0,7,0.38,1
19,0,0,8,0.12,1
103,7,0,9,0.94,1
46,0,0,4,2.0,-1
19,0,0,2,0.14,-1
18,1,0,9,-0.19,1
49,29,0,6,0.25,-1
36,3,0,8,0.33,-1
40,11,0,7,0.44,1
5,0,0,3,0.0,-1
36,40,0,6,0.33,-1
12,2,0,1,-0.5,-1
22,0,0,4,0.3,1
83,0,0,7,0.79,1
79,10,0,4,1.0,-1
49,0,0,4,0.4,1
7,0,0,3,-0.2,1
10,0,0,3,-0.15,1
75,1,0,13,0.67,1
39,134,0,8,0.67,1
43,0,0,4,2.0,1
68,17,0,6,0.67,1
46,0,0,2,0.4,-1
121,2,0,5,1.67,-1
126,1,0,4,1.25,1
96,1,0,3,1.33,-1
18,2,0,6,0.0,1
56,2,0,7,1.33,-1
20,0,0,5,0.38,1
69,0,0,3,1.5,-1
66,7,0,5,1.5,-1
40,3,0,7,1.0,1
117,4,0,6,0.71,1
7,0,0,4,0.0,1
51,0,0,2,1.25,-1
44,1,0,7,1.6,-1
9,0,0,7,0.0,1
52,1,0,8,0.33,1
51,0,0,2,1.5,-1
17,0,0,3,0.33,-1
49,0,0,5,0.71,-1
80,1,0,7,1.67,1
160,6,0,7,0.71,1
19,0,0,2,0.25,-1
96,1,0,4,1.56,1
37,0,0,4,0.71,1
14,0,0,4,0.11,1
29,4,0,6,0.21,1
73,3,0,8,1.17,1
381,0,0,5,9.5,-1
32,0,0,7,0.13,1
23,3,0,4,1.0,1
91,0,0,4,2.25,-1
56,5,0,5,1.4,1
108,32,0,7,0.78,1
81,0,0,4,1.0,-1
61,106,0,6,0.41,1
23,21,0,5,0.5,1
35,0,0,7,0.55,1
5,0,0,2,-0.08,-1
206,0,0,4,8.0,-1
41,5,0,8,0.2,1
19,0,0,7,0.05,1
183,19,0,11,2.27,1
5,0,0,4,-0.36,1
23,0,0,7,0.5,1
41,5,0,3,0.29,-1
25,1,0,3,0.8,1
81,0,0,3,3.75,-1
22,8,0,5,0.0,-1
117,15,0,4,1.0,-1
46,2,0,7,0.86,1
39,2,0,5,0.56,1
2,0,0,2,-0.75,-1
74,4,0,5,0.75,1
36,0,0,2,0.6,-1
39,5,0,4,0.33,-1
53,12,0,8,0.43,1
51,0,0,2,1.25,-1
101,0,0,1,0.25,-1
55,8,0,11,0.0,1
76,2,0,3,0.5,-1
41,0,0,1,0.44,-1
49,12,0,10,0.26,1
51,26,0,6,0.5,-1
12,0,0,7,0.04,1
19,1,0,4,0.0,-1
66,5,0,5,0.64,-1
609,20,2,17,5.0,1
121,1,0,4,1.83,-1
23,7,0,3,0.67,1
24,0,0,2,0.5,-1
87,0,0,3,1.75,-1
7,0,0,4,0.0,-1
98,25,0,9,0.59,-1
56,1,0,2,2.0,-1
101,3,0,5,0.91,-1
177,1,0,11,1.11,1
12,0,0,5,0.08,1
30,2,0,5,0.29,1
71,0,0,2,1.4,-1
23,1,0,7,0.43,1
73,1,0,4,0.88,1
20,0,0,1,-1.0,-1
30,7,0,6,0.09,1
29,17,0,4,0.42,1
47,2,0,6,0.53,1
256,7,0,4,9.2,-1
271,2,0,7,3.0,-1
22,4,0,5,0.3,1
51,0,0,2,1.0,-1
41,36,0,5,1.0,-1
23,0,0,4,0.18,1
25,15,0,5,0.29,1
126,0,0,3,5.5,-1
146,7,0,4,1.88,-1
306,0,0,7,14.25,-1
78,21,0,7,1.0,1
43,2,0,7,0.28,1
608,7,0,14,5.2,-1
33,0,0,3,1.0,1
27,0,0,1,0.13,-1
60,19,0,8,0.79,1
41,6,0,7,0.42,1
91,3,0,4,0.13,-1
113,7,0,6,0.5,1
63,3,0,5,1.86,1
115,7,0,8,2.18,1
24,2,0,6,0.16,1
10,0,0,4,0.2,1
71,7,0,4,0.8,-1
57,1,0,6,0.5,1
101,0,0,1,0.0,-1
23,33,0,5,0.6,-1
53,34,0,9,0.5,1
59,3,0,5,0.31,-1
25,3,0,6,0.5,1
46,47,0,4,0.57,-1
60,1,0,7,1.57,1
10,0,0,2,0.09,1
18,0,0,7,0.2,1
311,2,0,5,2.86,-1
18,2,0,4,0.43,1
20,6,0,5,0.44,1
38,0,0,7,0.7,0
131,0,0,3,3.25,-1
33,36,0,8,0.33,-1
91,6,0,6,0.89,-1
59,0,0,12,0.83,1
83,7,0,7,2.8,1
25,0,0,6,0.33,1
61,10,0,9,0.28,1
38,2,0,5,0.07,-1
28,1,0,7,0.13,1
72,57,0,10,1.0,-1
46,0,0,2,0.5,-1
136,1,0,2,1.7,-1
79,1,0,9,1.18,1
41,0,0,4,0.33,-1
96,0,0,5,2.25,-1
74,12,0,3,1.4,-1
25,1,0,3,-0.29,-1
15,75,0,5,0.4,-1
96,0,0,3,4.0,-1
131,0,0,4,3.25,-1
10,0,0,4,0.2,1
10,0,0,4,0.11,1
32,1,0,7,0.33,1
4,0,0,1,0.0,-1
35,0,0,8,0.2,1
80,8,0,9,1.44,-1
48,1,0,6,1.8,1
20,0,0,6,0.3,1
19,0,0,1,-0.25,-1
28,1,0,3,1.25,1
41,8,0,3,0.75,-1
58,2,0,5,0.67,0
23,0,0,6,0.21,1
23,5,0,5,0.57,1
66,1,0,2,2.0,-1
124,12,0,6,0.94,1
35,23,0,7,0.4,1
148,16,1,11,0.15,1
18,4,0,7,0.6,1
51,15,0,9,0.3,0
7,0,0,3,-0.2,1
28,5,0,7,0.13,1
30,0,0,4,0.38,1
106,0,0,1,3.2,-1
88,1,0,12,1.07,1
42,2,0,12,0.38,1
46,12,0,12,0.2,-1
28,0,0,3,0.4,-1
186,9,0,4,5.2,-1
4,0,0,2,0.0,-1
36,6,0,6,0.6,-1
71,0,0,2,0.75,-1
17,4,0,4,0.14,0
38,2,0,7,1.5,1
96,3,0,2,1.09,-1
12,0,0,3,0.25,1
23,1,0,6,0.33,1
7,0,0,2,-0.75,-1
22,0,0,4,0.43,-1
69,5,0,3,1.5,-1
217,8,0,10,1.47,0
20,0,0,6,0.38,1
124,6,0,11,1.16,1
23,1,0,5,0.1,1
66,19,0,4,1.86,-1
29,12,0,6,0.33,-1
197,11,2,12,0.51,-1
566,1,0,15,21.75,-1
36,8,0,6,0.09,1
73,26,0,11,0.45,1
5,0,0,3,0.0,1
9,0,0,1,-0.13,-1
5,0,0,2,0.0,1
10,0,0,6,0.1,1
38,0,0,6,0.19,1
27,3,0,3,0.14,-1
38,1,0,5,1.0,1
18,0,0,4,0.2,1
1149,6,2,20,22.6,1
46,3,0,6,0.23,1
101,0,0,1,0.0,-1
121,0,0,1,2.43,-1
14,0,0,1,-0.13,-1
23,4,0,8,0.06,1
28,37,0,7,-0.17,1
216,0,0,7,10.5,-1
19,1,0,6,-0.08,1
4,0,0,2,0.0,-1
10,0,0,6,0.17,1
15,1,0,5,0.29,1
27,7,0,6,0.07,-1
66,126,0,9,0.29,1
17,0,0,3,0.0,-1
53,251,0,10,0.35,1
18,0,0,5,0.5,1
