id,reputation,up_votes,down_votes,views,no_of_questions_answered_by_user,avg_ans_score,no_of_questions_Asked_by_user,avg_que_score,EFF_CLASS,EFF_CLASS_NUM
107899,14685,5139,277,2491,311,3.720257235,16,5.75,NO,-1
1504365,940,135,0,69,11,6.545454545,3,0.333333333,YES,1
995337,1211,393,5,176,27,1.37037037,86,1.337209302,YES,1
1086644,506,21,1,121,3,6.333333333,28,1.321428571,MODERATE,0
6163265,20,1,0,24,2,0,7,0.428571429,YES,1
5581662,467,34,0,53,22,0.727272727,6,0,YES,1
1593180,1587,388,17,189,38,1.131578947,50,2.5,YES,1
63867,5797,346,16,548,71,6.23943662,2,11,YES,1
1544706,1647,43,0,43,46,2.847826087,5,0.8,YES,1
3284209,145,9,0,62,9,0.666666667,7,-0.571428571,NO,-1
359446,567,119,21,93,13,1.615384615,12,3.833333333,YES,1
4707499,773,24,8,133,55,0.6,15,0.2,MODERATE,0
976190,24,0,0,23,1,0,3,0,NO,-1
4532441,46,0,0,15,1,0,6,0,YES,1
70586,323,272,16,59,12,0,1,0,NO,-1
9744761,133,9,0,17,7,0.571428571,1,10,YES,1
4778266,108,0,0,20,3,2.666666667,4,1.25,YES,1
1503379,37,13,0,26,1,0,5,1,NO,-1
712041,3076,227,1,467,58,2.068965517,115,2.373913043,MODERATE,0
5488999,54,4,0,29,2,0.5,5,0.8,YES,1
819538,753,203,1,27,4,1.25,5,3.2,NO,-1
294278,763,205,2,131,14,1.428571429,33,1.96969697,YES,1
5146518,33,1,0,44,1,0,14,0,YES,1
7890728,155,6,1,20,4,1,1,1,YES,1
609166,81,0,0,29,4,1.75,1,2,NO,-1
133650,136,45,1,18,15,0.666666667,1,1,NO,-1
5002633,1229,467,390,130,63,1.095238095,2,2.5,YES,1
5115752,91,98,0,21,5,0.2,16,0.8125,YES,1
5469163,145,8,0,100,12,0.166666667,32,0.71875,YES,1
4578200,34,21,0,15,11,0.181818182,4,0.25,YES,1
2369515,167,16,0,32,4,0.25,17,1.352941176,YES,1
552127,1031,80,0,412,1,0,41,4,MODERATE,0
1387701,876,49,17,144,128,0.203125,4,1,NO,-1
15314,2181,5,0,165,1,0,4,0,YES,1
6432861,82,12,0,68,2,0,36,0.25,YES,1
5266029,232,60,1,36,4,1.75,13,2.076923077,YES,1
1012550,1837,161,5,132,66,1.757575758,2,1,YES,1
779449,1986,45,0,156,28,6.535714286,6,4.333333333,YES,1
949581,1463,31,5,165,29,2.551724138,22,2.954545455,YES,1
1587761,44,10,0,28,1,0,9,0.555555556,YES,1
3766814,30,1,0,20,1,0,15,0,YES,1
6814540,196,34,2,49,8,0.25,32,0.5,YES,1
259485,1684,124,3,114,10,10.8,12,5.833333333,YES,1
5357370,444,331,6,441,17,1.176470588,23,1.043478261,YES,1
3743753,771,14,0,49,50,1.34,1,3,YES,1
1307883,133,234,0,25,1,0,12,0,YES,1
5088075,634,79,4,28,29,0,1,0,NO,-1
2794731,4,0,0,17,1,0,1,0,NO,-1
563043,592,129,2,84,14,3.071428571,3,0.666666667,YES,1
576348,131,0,0,14,3,0,1,0,NO,-1
1932752,95,3,0,14,6,0,1,0,YES,1
966189,535,21,3,55,16,1.8125,3,3.666666667,YES,1
3391756,27,2,0,17,1,0,8,0,YES,1
4048040,10,0,0,19,1,0,2,0,YES,1
2251515,1167,85,12,93,91,0.516483516,45,0.422222222,YES,1
2274662,69,55,0,29,5,0.4,17,0.352941176,YES,1
2413330,99,31,0,37,6,0.333333333,8,0.875,NO,-1
2304297,161,0,0,44,2,0,1,0,NO,-1
2007904,36,8,0,43,1,0,8,0.5,YES,1
6846066,20,0,0,28,1,0,6,0,NO,-1
1985056,49,4,0,35,5,0,1,0,NO,-1
1698774,434,44,0,29,4,1.25,31,1.290322581,YES,1
109447,1011,380,1,232,38,1.815789474,2,4.5,NO,-1
7667372,125,794,0,39,15,0.2,31,0.290322581,YES,1
2236974,44,0,0,31,1,0,3,0,NO,-1
2039372,32,7,0,21,1,0,15,0,YES,1
1123946,707,459,22,128,31,1.161290323,28,1.571428571,NO,-1
5930258,1628,231,34,84,109,0.788990826,2,1.5,NO,-1
1791529,85,11,0,23,13,0.076923077,2,0,YES,1
1717079,163,42,0,35,4,0.75,9,1.888888889,YES,1
4342432,130,4,0,15,1,0,8,0,YES,1
1612814,2271,308,27,985,17,0.411764706,354,0.816384181,YES,1
2422464,83,120,0,64,2,1,15,0.466666667,NO,-1
6515699,33,11,0,24,1,0,2,0,YES,1
1908347,12773,508,62,1562,300,3.226666667,24,6,YES,1
1859665,46,0,0,31,1,0,4,0,YES,1
207868,2192,1364,3,215,56,0,1,0,NO,-1
3512502,10,6,0,15,5,0,12,-0.5,YES,1
8057407,99,0,0,22,4,0,1,0,NO,-1
175328,170,23,0,49,4,0.5,23,1,YES,1
7072596,20,2,0,19,1,1,8,-0.375,YES,1
3497430,41,0,0,41,1,0,1,0,NO,-1
1221721,93,419,0,37,6,0.333333333,22,0.545454545,YES,1
1923697,19,0,0,61,1,0,1,0,NO,-1
3024847,63,11,0,25,2,-3,7,1.714285714,NO,-1
906490,32571,1777,45,1961,488,5.56147541,19,7.368421053,NO,-1
7618628,329,8,10,48,17,0.411764706,18,0.611111111,YES,1
7952080,27,22,0,43,1,0,4,0,YES,1
767922,353,4,1,70,4,2.25,24,0.958333333,YES,1
1523703,625,134,5,68,27,1.111111111,30,0.7,YES,1
1669930,298,61,7,37,14,0.428571429,5,1,YES,1
4757150,46,32,0,21,3,1,2,0.5,NO,-1
363554,416,87,61,57,20,0.7,9,1.666666667,YES,1
7257260,14,0,0,32,3,0,9,0,YES,1
2534613,1146,130,8,138,68,1.367647059,2,1.5,YES,1
6625756,56,0,0,16,1,0,1,0,NO,-1
238973,554,2,0,36,7,0,1,0,NO,-1
1230939,1117,13,2,18,16,5.25,3,3,YES,1
8557999,4043,124,1,583,225,0,1,0,NO,-1
765571,109,0,0,15,1,3,1,12,YES,1
8427,61041,1522,1673,1505,931,0,1,0,NO,-1
617207,413,441,0,67,5,3,24,1.833333333,MODERATE,0
4131242,76,0,0,18,1,0,1,0,NO,-1
1419007,6506,2770,63,657,115,4.147826087,4,0,YES,1
174471,134,7,0,57,6,0.166666667,15,1.133333333,YES,1
9012600,58,5,0,55,1,0,8,0,NO,-1
123623,1869,235,2,101,26,5.153846154,2,25,NO,-1
735045,146,0,0,20,4,2.5,1,0,NO,-1
1402121,1979,126,19,138,19,6.368421053,17,7.176470588,YES,1
100226,428,7,0,50,2,14.5,2,1,YES,1
3611036,519,82,5,166,34,0.882352941,10,-0.6,NO,-1
305672,18,7,0,22,2,0.5,2,0.5,YES,1
894838,101,0,0,22,1,0,1,0,YES,1
1547157,3784,448,11,176,50,6.1,1,1,NO,-1
9805655,94,24,1,53,1,0,6,0,YES,1
419132,2129,568,7,196,33,3.848484848,24,4.125,YES,1
908362,93,7,0,64,1,0,8,0,YES,1
1722441,55,3,0,35,9,0,17,0.411764706,NO,-1
2496898,171,1,1,49,2,0,1,0,NO,-1
913421,2777,287,89,366,97,1.886597938,43,1.558139535,NO,-1
7309046,14,0,0,14,1,0,6,0,YES,1
2739681,470,214,12,110,18,0.944444444,35,0.428571429,YES,1
9962955,2219,72,50,140,114,0.728070175,2,0,YES,1
1947008,17559,738,87,2108,510,0,1,0,NO,-1
1018753,2329,263,36,221,69,1.869565217,28,2.035714286,MODERATE,0
1342199,873,376,1,293,32,1.25,33,1.363636364,YES,1
1967966,318,73,2,265,20,0.85,1,0,YES,1
3804428,42,4,0,41,1,0,7,0,NO,-1
4704969,150,13,7,80,3,-0.333333333,25,0.84,YES,1
5951308,311,39,3,33,4,4.25,2,1.5,YES,1
6336035,49,21,0,56,3,0,6,0.666666667,YES,1
2413761,317,392,3,54,9,0.444444444,17,1.470588235,YES,1
5950937,46,6,0,29,1,0,16,0,YES,1
9693461,116,2,2,26,8,0,1,0,NO,-1
98012,126,24,0,34,6,0,1,0,NO,-1
1737251,4267,1479,18,392,193,0.81865285,13,10.769230769,YES,1
351567,474,156,0,129,12,0.666666667,26,1.923076923,MODERATE,0
4729052,177,7,0,20,11,0,1,0,NO,-1
2905650,53,37,0,24,7,0.428571429,2,1,YES,1
1897366,61,30,0,26,2,0,1,0,NO,-1
38407,86,0,0,28,1,0,1,0,NO,-1
1335661,2545,207,3,164,137,1.240875912,1,8,YES,1
4331621,33,1,0,35,3,0.333333333,9,0.333333333,YES,1
1539978,133,112,1,19,3,0.333333333,2,2,NO,-1
548903,645,21,2,126,10,0.2,21,5.904761905,YES,1
121653,71,140,0,24,2,0,1,0,NO,-1
1233003,97,105,0,55,4,0,10,1.2,YES,1
166936,186,11,0,59,9,1.444444444,1,3,YES,1
598109,36,15,0,20,2,0.5,4,0.75,YES,1
3450026,362,11,1,14,21,0.761904762,1,0,YES,1
1219342,17,2,0,17,1,0,1,0,NO,-1
1776312,930,80,2,50,8,11.625,2,1.5,YES,1
8602562,155,35,1,29,12,0.5,2,0,NO,-1
81386,473,74,3,79,13,2.538461538,4,1.25,YES,1
5180613,190,27,3,82,5,1,18,0.777777778,YES,1
2629166,522,359,26,104,12,0.583333333,37,1.243243243,YES,1
2385828,96,52,0,17,2,1,1,12,NO,-1
2085343,46,2,0,17,2,1.5,2,0.5,YES,1
2637108,39,16,0,20,1,0,7,0,YES,1
148298,1627,112,16,487,32,2.3125,86,1.941860465,MODERATE,0
9070508,28,3,0,23,1,0,5,0,YES,1
2197576,25,18,0,25,1,0,4,0,YES,1
3301867,317,36,3,90,13,0.538461538,13,0.769230769,YES,1
3270433,108,11,0,18,1,0,5,0,MODERATE,0
5954238,461,23,0,18,8,3.25,1,10,YES,1
3516787,84,1,0,37,2,0,21,0.333333333,YES,1
559406,829,10,3,27,19,0,1,0,NO,-1
4673371,353,47,8,58,27,0.444444444,7,0.857142857,YES,1
1576853,138,21,0,82,17,0.470588235,5,0.8,YES,1
4580539,14,0,0,18,2,-1,7,-0.571428571,YES,1
992530,531,342,8,55,22,0.772727273,6,4.666666667,NO,-1
223110,455,15,0,74,5,5,5,8.8,YES,1
17255,13225,569,11,1875,330,2.342424242,59,4.305084746,NO,-1
4992966,541,122,1,43,14,0,1,0,NO,-1
8971710,38,4,0,16,1,0,11,0,YES,1
4421100,1267,69,12,219,26,1,118,1.271186441,YES,1
65912,794,16,1,179,9,0.333333333,63,2.222222222,YES,1
5554335,124,5,0,22,12,0.25,2,2.5,NO,-1
262808,13438,96,14,202,126,0,1,0,NO,-1
485389,82,15,0,51,3,1,12,0.5,YES,1
9926677,48,7,0,14,1,0,4,0.25,YES,1
10365027,42,7,0,23,1,0,1,0,NO,-1
489433,348,27,0,18,6,3.166666667,4,1.5,YES,1
1124160,1345,35,27,250,41,1.634146341,42,1.428571429,NO,-1
3599370,1034,28,1,61,23,2.173913043,12,2.166666667,NO,-1
2254704,1359,72,4,145,75,0.946666667,8,4,YES,1
2753231,194,23,0,133,26,0.115384615,27,0.296296296,YES,1
178509,582,33,2,99,8,4.75,7,1.857142857,YES,1
642283,505,4,0,199,4,6.5,1,18,NO,-1
1039538,985,30,3,94,16,4.6875,6,3.5,NO,-1
2742189,2111,12,170,61,96,0,1,0,NO,-1
1920202,487,52,2,33,15,1.933333333,2,5.5,YES,1
1979115,125,207,3,44,7,-0.142857143,3,0,YES,1
7710773,44,2,0,109,1,0,25,0,YES,1
734949,111,5,0,21,3,0,1,0,NO,-1
7518360,177,67,1,36,2,0.5,11,2.727272727,YES,1
2477533,86,20,0,16,3,0.333333333,13,0.923076923,YES,1
4531468,19,2,0,16,1,0,8,0,NO,-1
3044959,945,178,3,138,42,0.69047619,54,1.407407407,MODERATE,0
1103724,204,18,2,92,10,0,1,0,NO,-1
4409520,34,0,0,16,1,0,9,0,YES,1
4152625,161,0,0,14,9,1.666666667,2,1,NO,-1
1940006,418,32,1,67,18,0.722222222,34,0.588235294,MODERATE,0
4269891,34,2,0,64,1,0,9,0,YES,1
4695866,176,0,0,88,19,0,1,0,NO,-1
5322365,30,18,0,27,2,0,10,0.2,YES,1
1519003,50,8,0,31,10,0.2,8,1.125,YES,1
3852843,91,15,0,34,11,0.454545455,2,1,NO,-1
6345927,279,42,0,32,44,0.204545455,3,-0.333333333,NO,-1
4663926,18,0,0,15,1,0,6,-0.166666667,YES,1
702222,3609,48,4,114,64,4.8125,1,2,NO,-1
5752341,15,2,0,17,1,0,5,0,YES,1
4696622,51,1,0,26,3,0,1,0,NO,-1
209446,47,0,0,36,1,0,9,0.666666667,YES,1
1150856,59,3,0,19,1,0,4,0,NO,-1
5999620,2234,5,0,28,2,0,1,0,NO,-1
4864253,272,100,7,54,10,1.1,5,0.6,YES,1
6460914,190,17,0,52,6,2,5,0.4,YES,1
581906,352,67,0,44,11,1.454545455,7,1,YES,1
4543382,644,600,25,76,27,0,1,0,NO,-1
5763882,38,9,0,17,1,0,13,0,YES,1
1209241,57,6,0,28,2,2,1,1,NO,-1
671683,277,0,0,21,1,0,19,2.631578947,YES,1
550393,4026,87,7,966,36,8.666666667,41,2.731707317,NO,-1
3186034,25,17,0,25,1,0,13,0.307692308,YES,1
1865833,301,27,0,90,1,2,38,1.078947368,NO,-1
5074839,251,4,0,27,13,0,1,0,NO,-1
91220,248,28,0,80,1,0,7,6.857142857,YES,1
203765,1095,80,6,66,37,1.972972973,11,1.363636364,NO,-1
1046060,552,170,0,82,6,6.5,2,-0.5,YES,1
7839690,30,0,0,15,1,0,6,0,NO,-1
1328717,50,2,0,37,1,0,6,0,YES,1
2011580,670,27,6,65,29,1.172413793,27,0.592592593,NO,-1
726935,76,350,0,19,5,1.2,2,0,NO,-1
4846167,138,82,0,30,10,1,2,2,NO,-1
9294340,59,12,0,32,12,0.25,2,0.5,NO,-1
1338154,71,0,0,14,5,0.4,5,1.6,NO,-1
2422544,474,82,4,145,16,0.375,24,0.583333333,YES,1
2096209,473,109,12,71,12,0.75,31,1.161290323,NO,-1
424290,606,226,0,30,9,3.777777778,12,2.333333333,YES,1
1375164,953,44,5,54,10,9.1,3,1.333333333,YES,1
5114006,63,7,0,21,2,0,7,1,YES,1
1745385,305,36,0,117,8,0.75,51,0.647058824,YES,1
1452876,126,167,0,52,10,1.2,1,1,NO,-1
6082316,41,2,0,16,10,0,1,0,NO,-1
764010,58,0,0,17,1,3,1,2,YES,1
669397,144,0,0,29,6,2.166666667,1,1,NO,-1
3957371,54,3,0,22,2,0,20,0.2,YES,1
896107,80,27,0,33,14,0.428571429,6,0.166666667,YES,1
5330809,171,77,0,41,1,0,7,0,YES,1
904419,35,0,0,48,1,-1,9,0.666666667,NO,-1
4770727,319,44,0,17,7,0,1,0,NO,-1
392097,1968,93,1,194,36,3.805555556,2,4,NO,-1
3840506,291,96,29,40,14,0.928571429,8,1,NO,-1
1626057,41,8,0,30,2,1,6,0.666666667,NO,-1
244667,1198,125,5,54,26,3.576923077,11,3.454545455,YES,1
2671591,360,534,8,51,21,0.285714286,17,0.470588235,YES,1
1639168,631,1,0,20,3,0,1,0,NO,-1
8148759,363,43,35,168,14,-0.071428571,156,0.185897436,YES,1
1942080,428,153,3,82,7,1,22,2.545454545,YES,1
2928003,45,0,0,20,10,0.2,1,1,NO,-1
5544,5417,3645,20,675,164,2.323170732,33,4.848484848,MODERATE,0
6436977,386,85,71,105,14,0.928571429,4,0,YES,1
868446,60,4,0,14,1,0,6,1.666666667,YES,1
3017555,186,5,0,14,30,0,1,0,NO,-1
987623,692,317,1,37,17,2.647058824,4,4,YES,1
215708,1921,225,1,111,36,4.25,13,2.538461538,NO,-1
2668735,143,18,1,39,2,0.5,11,1.727272727,YES,1
754748,41,15,0,102,1,1,7,0.714285714,YES,1
5629285,258,10,9,14,13,0,1,0,NO,-1
4438005,154,12,1,15,1,0,5,1.8,YES,1
50604,76,12,0,29,2,0,1,0,NO,-1
2512855,111,6,0,17,1,0,1,0,NO,-1
625338,116,2,0,52,8,0,1,0,NO,-1
702795,429,18,1,56,20,1.05,18,1.055555556,YES,1
1135299,44,4,0,18,1,1,3,2,NO,-1
2151296,129,18,0,49,2,0.5,23,0.782608696,YES,1
800277,853,277,6,149,12,1.333333333,57,2.070175439,NO,-1
1359162,366,12,0,40,5,2.2,12,2.5,MODERATE,0
5104896,29,170,0,16,9,0,15,0.266666667,YES,1
1016997,774,61,3,34,6,0.5,13,8.692307692,YES,1
2002053,196,110,0,25,15,0.933333333,1,1,NO,-1
1415038,9858,1763,1058,2863,338,2.053254438,7,7.142857143,NO,-1
2479684,123,13,0,25,1,3,4,4.25,YES,1
1509124,833,94,8,194,47,0.680851064,12,0.333333333,YES,1
6853250,32,6,0,20,1,0,7,0,YES,1
2234177,24,2,0,14,1,0,4,1.25,NO,-1
165544,2205,568,12,213,20,8.95,5,3.6,YES,1
4273752,369,11,0,24,23,0,1,0,NO,-1
4005051,62,13,0,25,2,1,11,0.545454545,MODERATE,0
6277130,69,32,0,30,7,0.142857143,12,0.25,YES,1
2647613,56,10,0,46,2,0.5,6,0.833333333,YES,1
3710,506,53,0,123,3,2,13,4.846153846,YES,1
824614,331,15,0,81,11,0.454545455,20,1.65,YES,1
5068931,2973,236,103,494,58,4.086206897,16,3.9375,YES,1
2332383,1827,79,22,203,58,1.74137931,3,8,NO,-1
1109215,1876,812,51,388,32,1.0625,134,1.268656716,YES,1
6359443,640,11,3,91,43,0,1,0,NO,-1
17874,145,2,0,33,6,1.666666667,3,0.333333333,NO,-1
774764,735,9,0,96,25,1.84,6,1.166666667,NO,-1
3837322,50,4,0,20,4,0.25,1,3,NO,-1
1220957,111,2,0,14,6,1.333333333,1,3,NO,-1
18836,306,14,0,81,4,4.25,2,2,NO,-1
7208339,53,7,0,31,13,0,7,0,YES,1
1020276,758,39,3,76,10,3.3,7,7,YES,1
2491598,92,84,0,34,6,1.166666667,9,1.222222222,YES,1
4271643,124,7,0,20,11,0.636363636,1,0,NO,-1
279201,186,3,0,28,7,1.142857143,1,12,NO,-1
3974828,18,7,0,68,3,0,7,0.285714286,YES,1
111469,3780,519,5,600,238,1.243697479,84,1.119047619,YES,1
637207,111,0,0,57,1,0,4,0,YES,1
157328,3556,349,22,423,119,2.285714286,4,2.5,NO,-1
7939813,43,7,0,20,1,0,7,0,YES,1
4860279,104,2,0,24,4,0,2,2.5,NO,-1
545142,27,20,0,28,1,0,13,0.230769231,YES,1
1089189,2870,34,2,522,74,2.986486486,1,26,YES,1
332694,168,14,0,32,2,1.5,15,1.666666667,YES,1
3515619,33,18,0,17,2,1,6,0,YES,1
881586,136,3,0,247,2,4,3,2.666666667,YES,1
1315699,172,0,0,23,1,14,1,3,NO,-1
3855418,411,2,0,23,1,21,1,17,NO,-1
777370,4741,29,12,253,88,4,1,4,NO,-1
2149741,3928,514,11,352,62,5.064516129,1,6,YES,1
430479,153,4,0,26,5,2.2,4,1,YES,1
368288,842,50,4,56,27,1.703703704,1,1,NO,-1
657254,261,0,0,31,3,3,3,2.333333333,YES,1
2576932,90,2,0,38,2,1,9,0.888888889,YES,1
816033,622,83,5,129,30,1.5,3,0.666666667,YES,1
1600198,325,33,4,40,1,1,18,1.5,YES,1
2882670,47,14,0,51,1,0,16,0.25,YES,1
2703597,28,111,0,43,3,0.333333333,6,-0.5,YES,1
363782,681,59,8,60,6,8.5,11,0.818181818,NO,-1
1532132,218,14,1,32,7,1.571428571,5,2,NO,-1
268583,253,3,2,73,1,0,5,0,YES,1
2960418,413,472,19,89,14,0.5,40,0.675,YES,1
3965832,182,74,2,34,8,0.125,7,0.571428571,NO,-1
216300,2009,244,6,100,25,6.2,6,5,YES,1
1395278,241,222,8,60,35,0.314285714,6,-0.166666667,YES,1
943424,174,20,0,47,6,1.666666667,8,1.25,YES,1
2941488,97,13,0,19,9,0.333333333,7,1,NO,-1
1184999,671,88,1,61,9,0,1,0,NO,-1
168986,57876,625,139,6364,2115,2.241607565,15,12.666666667,NO,-1
5135382,759,88,23,75,38,1.078947368,32,0.65625,YES,1
223577,18,0,0,47,1,0,7,0,YES,1
61926,921,159,19,147,13,1,17,6.882352941,YES,1
261680,511,27,1,16,8,0,1,0,NO,-1
607425,24,0,0,301,1,2,3,0,NO,-1
619008,20,3,0,22,1,0,5,0,YES,1
898077,1335,94,1,85,45,1.733333333,6,1.166666667,YES,1
2998401,37,7,0,17,1,0,3,0,YES,1
101318,6751,320,37,774,65,8.969230769,6,3.5,NO,-1
5922168,128,16,0,20,13,0.307692308,3,0.666666667,YES,1
4763786,57,56,0,19,1,0,7,0,YES,1
2260779,146,1,0,18,1,0,6,0,YES,1
6442533,56,4,0,41,2,1,11,-0.363636364,YES,1
520850,313,22,1,55,7,0.857142857,14,1.214285714,YES,1
691884,24841,164,22,690,227,9.832599119,2,7,YES,1
2092137,130,6,1,20,5,0,1,0,NO,-1
6747521,51,7,0,16,1,0,7,0.857142857,YES,1
2467950,14,0,0,29,1,0,7,0,YES,1
6258443,30,1,0,39,1,0,5,0,YES,1
961546,950,150,16,90,19,3,42,0.642857143,YES,1
436422,636,118,1,37,20,1.85,5,3.8,YES,1
5754267,521,30,2,29,9,3.888888889,9,2.111111111,YES,1
15396,873,82,2,238,13,1.846153846,33,3.666666667,NO,-1
1236743,2084,10,1,38,13,14.153846154,1,16,YES,1
1945639,28,0,0,32,1,0,1,0,YES,1
3503554,368,59,0,68,2,0,19,2.315789474,NO,-1
4441518,88,1,0,41,1,0,29,0,YES,1
9291928,22,1,0,25,4,0,10,0.1,YES,1
1639575,1980,372,14,338,72,1.041666667,102,1.460784314,NO,-1
1823814,52,22,0,23,2,0.5,8,0.875,YES,1
865018,320,19,0,83,5,5,9,0.888888889,YES,1
1140654,9,0,0,14,1,0,5,0,NO,-1
741316,13838,675,10,1156,201,5.676616915,8,7.125,YES,1
1830139,2490,348,25,153,61,3.459016393,5,2,YES,1
1418091,6969,1495,30,547,119,4.588235294,23,3.869565217,YES,1
1852526,460,125,6,180,11,0.090909091,92,0.391304348,YES,1
8188729,868,3,0,184,74,0,1,0,NO,-1
576700,346,13,0,18,1,6,16,2.125,YES,1
2819134,496,50,1,23,52,0.346153846,3,2,NO,-1
724445,372,18,2,54,3,0.666666667,18,2.333333333,NO,-1
2435146,18,0,0,28,3,-1,6,0.333333333,YES,1
1664024,1068,674,5,61,37,1.594594595,16,2.4375,YES,1
42182,383,535,4,185,10,2.3,8,0.75,NO,-1
4854605,397,282,0,55,14,1,5,0.2,YES,1
841711,106,1,0,52,10,0,1,0,NO,-1
2777474,91,23,0,18,3,0.666666667,11,0.818181818,YES,1
5055856,323,7,0,25,23,0.391304348,2,0.5,NO,-1
632944,145,5,0,31,1,0,7,0,YES,1
2495331,1661,207,5,115,35,3.514285714,13,2.076923077,NO,-1
311122,1954,385,3,150,63,1.603174603,20,4.6,MODERATE,0
3178354,594,29,1,65,1,0,35,2.171428571,YES,1
9285501,96,28,0,29,2,0.5,22,0.409090909,YES,1
6566623,25,10,0,15,1,0,7,0,YES,1
3835757,46,0,0,17,1,0,8,1,NO,-1
11802,3654,205,13,527,98,1.214285714,106,3.188679245,YES,1
2580766,54,0,0,22,1,0,2,0,NO,-1
821562,554,26,38,100,4,0,34,2.852941176,YES,1
5119682,58,24,0,23,7,0.142857143,2,1.5,YES,1
7128990,39,5,0,18,2,0,8,0.5,YES,1
1682504,594,136,2,103,41,0.634146341,4,4,YES,1
6367043,4,0,0,20,1,0,1,0,NO,-1
3527653,211,18,1,37,19,0,1,0,NO,-1
5504460,309,139,15,66,25,0,1,0,NO,-1
313897,181,0,0,50,1,0,3,0,NO,-1
270320,215,9,0,26,3,5,4,1.5,YES,1
40274,15,2,0,24,1,0,2,1,YES,1
2019846,1087,40,11,99,1,3,63,2.666666667,YES,1
209940,596,157,4,49,4,12.25,8,2.625,YES,1
625218,486,265,3,50,5,0,1,0,NO,-1
6099325,79,17,0,53,1,0,19,0,YES,1
334452,98,18,0,44,3,0,10,1.6,MODERATE,0
1792994,167,16,0,23,7,1.142857143,15,0.666666667,YES,1
561604,1406,397,14,92,42,2.380952381,1,14,NO,-1
1889340,45,19,0,18,5,0.2,12,0,YES,1
7213112,426,60,6,40,7,1.142857143,18,1.888888889,NO,-1
1406688,196,19,0,53,2,0.5,12,2.583333333,YES,1
598141,279,5,0,41,13,0.692307692,10,0.9,YES,1
57135,30952,4072,5794,3978,596,4.390939597,29,4.068965517,NO,-1
2227764,45,0,0,21,1,0,6,0,YES,1
729273,377,35,0,37,13,1.846153846,12,1,YES,1
8135339,66,40,0,76,1,1,11,0.818181818,YES,1
570508,475,190,27,68,11,0.727272727,20,0.95,YES,1
2331251,41,39,0,24,9,0,1,8,NO,-1
2584278,813,156,0,44,25,1.08,8,5.125,YES,1
7003420,135,3,0,84,1,0,9,0.444444444,YES,1
500033,108,33,0,82,10,0.3,7,1.428571429,NO,-1
4029231,20,1,0,17,1,0,3,0,YES,1
1289820,96,77,0,50,6,0.333333333,12,0.916666667,NO,-1
4593668,7,0,0,19,5,0,1,0,NO,-1
7232834,28,11,0,15,5,0,8,-0.5,YES,1
381246,320,9,0,37,3,3,16,2.6875,YES,1
5298829,168,2,1,29,1,0,27,0.777777778,YES,1
6238778,20,3,0,53,1,0,5,0,YES,1
4480431,47,10,0,45,1,0,9,0,YES,1
685540,2103,349,258,283,57,3.210526316,17,0.176470588,YES,1
494138,44,2,0,54,1,0,16,-0.0625,YES,1
3085154,40,21,0,18,1,0,14,0,YES,1
169150,4281,112,18,409,120,2.191666667,83,2.060240964,YES,1
1143113,107,11,0,37,2,0,16,0.8125,YES,1
6709858,10,0,0,39,1,0,3,0.333333333,YES,1
7762963,160,38,0,95,6,0.333333333,32,0.28125,YES,1
628943,9457,231,18,742,196,4.096938776,4,3.25,NO,-1
6110389,109,1,0,16,7,0,1,0,YES,1
4814726,34,0,0,32,1,0,8,0,NO,-1
2637519,362,26,1,23,23,0.391304348,1,2,YES,1
41489,8098,1172,91,321,41,17.414634146,4,7.75,YES,1
2490015,51,5,0,22,1,1,8,0.5,YES,1
974455,112,10,0,27,4,1.25,6,1.333333333,NO,-1
5822306,90,18,0,46,8,-0.25,26,0.115384615,YES,1
9421319,33,0,0,24,1,0,7,0,YES,1
663949,1621,211,9,192,47,1.319148936,39,2.743589744,NO,-1
2030942,100,13,0,56,4,0,25,0.52,YES,1
2571926,5712,4575,48,507,158,2.246835443,9,4.666666667,YES,1
2570465,1544,71,7,91,39,2,16,1.6875,NO,-1
643194,108,6,0,47,5,-0.4,24,0.541666667,NO,-1
411537,45,18,0,14,1,0,3,0,YES,1
196378,49,0,0,26,1,0,5,0,YES,1
5221568,84,8,0,22,6,1.166666667,1,0,NO,-1
4429059,25,6,0,14,1,0,11,0,YES,1
1077127,113,2,0,15,1,0,4,0,YES,1
2377694,66,1,0,17,6,0.5,1,1,NO,-1
2151980,36,17,0,17,3,0.666666667,2,-2,YES,1
624370,558,6,0,46,8,4.5,1,1,YES,1
957052,716,36,4,104,6,1.666666667,34,3.352941176,YES,1
19017,488,168,8,106,11,2,18,1.5,YES,1
4882453,101,2,0,33,3,0,4,-0.25,YES,1
99923,26869,2596,17,3577,312,4.573717949,311,10.829581994,NO,-1
3179046,142,15,0,36,6,0.666666667,12,1.25,NO,-1
2544024,153,0,0,25,1,0,5,0,YES,1
4047298,128,94,0,48,8,1.125,4,0.25,NO,-1
1133371,71,1,0,19,1,6,2,1,NO,-1
1642002,1290,98,26,313,31,2.516129032,45,1.066666667,YES,1
57719,7954,129,1,385,71,9.788732394,3,4.666666667,YES,1
525743,985,199,1,126,18,2.666666667,11,4.272727273,YES,1
4649504,12,0,0,18,2,0,5,0.2,YES,1
1162943,225,334,1,24,5,0.6,29,0.689655172,YES,1
196406,481,10,0,26,3,0.333333333,3,0.666666667,YES,1
